tweet_id,retweet,text,source,screen_name,name,location,description,followers,following,created_at,created_at_seconds,hashtag1,hashtag2,url1,url2,mention1,mention2,lat,lon
250834325283680256,,Se adelanta una semana las @AJSalamanga al 6 de octubre.El cartel es de Laura Avila http://t.co/O6AETJNP,web,calistina_KZ,calistina,Barcelona,RRPP de @koukyou_zen; friki y orgullosa ^^,76,86,Sun Jan 16 17:05:11 +0000 2011,1348652938.0,,,http://t.co/O6AETJNP,,AJSalamanga,,,
250834352450199552,,"Oye ¿Cómo murió tu amigo? —¿Has visto el cartel de: ""Reja eléctrica, no tocar, alto voltaje"" de la empresa? —Sí. —Lo mataron en frente.","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",chatialuna,Daniela Luna,,"Escribir es como besar, pero sin labios. Escribir es besar con la mente.",151,124,Thu May 24 23:33:32 +0000 2012,1348652944.0,,,,,,,,
250834391524327424,,Best opening to a film ever: guy in alien armor taking down a small drug cartel! #TheGuyver2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SynthReBorn,Devin Daimaru,Florida,"Asian Geek Enthusiast(Video Games, Anime, Manga, Technology)",42,96,Mon May 11 14:58:16 +0000 2009,1348652953.0,TheGuyver2,,,,,,,
250834426077016065,,No es un poco macabro un cartel que diga: escucha! 50% en audífonos!?,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",angelatravs,Ángela travé,,,154,103,Wed Sep 07 14:32:11 +0000 2011,1348652962.0,,,,,,,,
250834439289049088,,Escuchando el Cartel Paranormal,"<a href=""http://messaging.nokia.com/"" rel=""nofollow"">Social by Nokia</a>",NathaliaaDeKR,♥ NO TE ENAMORES .|.,,"Natalia Caicedo Face: https://www.facebook.com/AgregaOSuscribetePrideeeNat Locamente enamorada de @KEVINROLDAN , #KRManiaca, Hincha fiel de SANTA  FE♥",524,339,Tue Mar 15 04:59:18 +0000 2011,1348652965.0,,,,,,,,
250834453570650112,250834104055123968,"RT @SebasMonsalva: Quien no busco la camarita de un local de comercio y sonrio cuando vio el cartel ''Sonria, los estamos filmando''","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",GabrielaVidela,Gabriela Videla,San Luis,es un misterio hermoso lo de flotar en la nada .,134,276,Fri Aug 13 18:55:34 +0000 2010,1348652968.0,,,,,SebasMonsalva,,,
250834472008835072,,"Listening to Cartel, All Time Low, Hellogoodbye, Sherwood. Ah the awful music we used to listen to it","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",TBenner10,Tyler benner,landisville,I am a caucasian living in Lancaster Pa. I am in a band called Symphony Of Sound. Ya dig? ,114,165,Fri Sep 18 02:07:32 +0000 2009,1348652973.0,,,,,,,,
250834516200001536,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",alejo_0213, Alejandro hernandez,Colombia,,2,131,Mon Oct 24 04:16:54 +0000 2011,1348652983.0,,,,,AlvaroUribeVel,,,
250834540115918848,,@StacksCartel happpppppyyyyy Birthhhhdaaaayyyyy teddyyy graham cartel lol 💛💙💜💚❤ .,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",kamohmeal,C a r m e l . ,sandbawx .,"SteelerNation✨


Carmel Giovani Singleton . 
Yes it's my real name . 
Bitch .
✊



",652,475,Sat Oct 17 04:01:36 +0000 2009,1348652989.0,,,,,StacksCartel,,,
250834554288496640,,Fumando y tomando vino intenta darce valor para ganarse unos mangos con su cartel de ladron pibee chorrooo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",jesusarmandoo,JesusArmando,,,36,135,Sun Apr 15 18:47:43 +0000 2012,1348652992.0,,,,,,,,
